principio_ativo,nome_normalizado,forma_farmaceutica,unidade_dispensavel,concentracao_texto,via_administracao,aliases,fonte,versao_base
sulfato de gentamicina + desonida,"sulfato de gentamicina + desonida 0,5 mg/g + 1,0 mg/g gel creme",gel creme,gel,"0,5 mg/g + 1,0 mg/g",tópica,ADINOS GEN,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,5 + 1 mg/g creme",creme,creme,"0,5 + 1 mg/g",tópica,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,5 + 1 mg/g creme dermatológico",creme dermatológico,creme,"0,5 + 1 mg/g",tópica,DIPROGENTA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,5 mg/g + 1,0 mg/g creme dermatológico",creme dermatológico,creme,"0,5 mg/g + 1,0 mg/g",tópica,BETOGENTA|DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,5+1 mg/g creme dermatológico",creme dermatológico,creme,"0,5+1 mg/g",tópica,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,64 mg/g + 1 mg/g creme dermatológico",creme dermatológico,creme,"0,64 mg/g + 1 mg/g",tópica,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA|TROK-G,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,5 + 1 mg/g pomada dermatológica",pomada dermatológica,pomada,"0,5 + 1 mg/g",tópica,DIPROGENTA|DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,5 mg/g + 1,0 mg/g pomada dermatológica",pomada dermatológica,pomada,"0,5 mg/g + 1,0 mg/g",tópica,BETOGENTA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,5 mg/g + 1,00 mg/g pomada dermatológica",pomada dermatológica,pomada,"0,5 mg/g + 1,00 mg/g",tópica,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + dipropionato de betametasona,"sulfato de gentamicina + dipropionato de betametasona 0,64 mg/g + 1 mg/g pomada dermatológica",pomada dermatológica,pomada,"0,64 mg/g + 1 mg/g",tópica,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA|TROK-G,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + fosfato dissódico de betametasona,sulfato de gentamicina + fosfato dissódico de betametasona 1 mg/ml + 3 mg/ml solução,solução,solução,1 mg/ml + 3 mg/ml,,GARASONE,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina + valerato de betametasona,"sulfato de gentamicina + valerato de betametasona 0,5 mg/g+1,0 mg/g+10 mg/g+10 mg/g creme dermatológico",creme dermatológico,creme,"0,5 mg/g+1,0 mg/g+10 mg/g+10 mg/g",tópica,QUADRINEO,ANVISA/CMED 2026-06,2026-06
sulfato de glicosamina,sulfato de glicosamina 1500 mg pó oral,pó oral,pó,1500 mg,oral,GLICOLIVE,ANVISA/CMED 2026-06,2026-06
sulfato de glicosamina,"sulfato de glicosamina 1,5 g pó para solução",pó para solução,pó,"1,5 g",,ORTOSAMIN,ANVISA/CMED 2026-06,2026-06
sulfato de glicosamina,"sulfato de glicosamina 1,5 g pó para solução oral",pó para solução oral,pó,"1,5 g",oral,ARTOGLICO|SULFATO DE GLICOSAMINA|SULGLIC,ANVISA/CMED 2026-06,2026-06
sulfato de glicosamina,sulfato de glicosamina 1500 mg pó para solução oral,pó para solução oral,pó,1500 mg,oral,GLUCOREUMIN,ANVISA/CMED 2026-06,2026-06
sulfato de glicosamina cloreto de sódio,"sulfato de glicosamina cloreto de sódio 1,5 + 1,2 g pó para solução oral",pó para solução oral,pó,"1,5 + 1,2 g",oral,CONDROFLEX,ANVISA/CMED 2026-06,2026-06
sulfato de glicosamina cloreto de sódio + condroitina sulfato de sódio,"sulfato de glicosamina cloreto de sódio + condroitina sulfato de sódio 1,5 + 1,2 g pó para solução oral",pó para solução oral,pó,"1,5 + 1,2 g",oral,CONDROFLEX,ANVISA/CMED 2026-06,2026-06
sulfato de glicosamina cloreto de sódio + sulfato dissódico de condroitina,"sulfato de glicosamina cloreto de sódio + sulfato dissódico de condroitina 1,5 g + 1,2 g granulado",granulado,granulado,"1,5 g + 1,2 g",oral,ARDRO|ÁRTICO CAPS,ANVISA/CMED 2026-06,2026-06
sulfato de hidroxicloroquina,sulfato de hidroxicloroquina 400 mg comprimido revestido,comprimido revestido,comprimido,400 mg,oral,PAPILUP|PLAQUINOL|REUPLAQ|REUQUINOL|SULFATO DE HIDROXICLOROQUINA,ANVISA/CMED 2026-06,2026-06
sulfato de isavuconazônio,sulfato de isavuconazônio 100 mg cápsula dura,cápsula dura,cápsula,100 mg,oral,CRESEMBA,ANVISA/CMED 2026-06,2026-06
sulfato de isavuconazônio,sulfato de isavuconazônio 200 mg pó para solução para infusão,pó para solução para infusão,pó,200 mg,intravenosa,CRESEMBA,ANVISA/CMED 2026-06,2026-06
sulfato de larotrectinibe,sulfato de larotrectinibe 100 mg cápsula dura,cápsula dura,cápsula,100 mg,oral,VITRAKVI,ANVISA/CMED 2026-06,2026-06
sulfato de larotrectinibe,sulfato de larotrectinibe 20 mg/ml solução oral,solução oral,solução,20 mg/ml,oral,VITRAKVI,ANVISA/CMED 2026-06,2026-06
sulfato de magnésio,sulfato de magnésio 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,"intravenosa, intramuscular",SULFATO DE MAGNÉSIO,ANVISA/CMED 2026-06,2026-06
sulfato de magnésio,sulfato de magnésio 500 mg/ml solução injetável,solução injetável,solução,500 mg/ml,"intravenosa, intramuscular",SULFATO DE MAGNÉSIO,ANVISA/CMED 2026-06,2026-06
sulfato de magnésio heptaidratado,sulfato de magnésio heptaidratado 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,parenteral,ISOFARMA - SOLUÇÃO DE SULFATO DE MAGNESIO|MAGNOSTON|SULFATO DE MAGNÉSIO HEPTAHIDRATADO,ANVISA/CMED 2026-06,2026-06
sulfato de magnésio heptaidratado,sulfato de magnésio heptaidratado 500 mg/ml solução injetável,solução injetável,solução,500 mg/ml,parenteral,ISOFARMA - SOLUÇÃO DE SULFATO DE MAGNESIO|MAGNOSTON|SULFATO DE MAGNÉSIO HEPTAHIDRATADO,ANVISA/CMED 2026-06,2026-06
sulfato de magnésio heptaidratado + cloreto de sódio,"sulfato de magnésio heptaidratado + cloreto de sódio 6,14 + 0,18596 mg/ml solução hd bols plas pp transdérmico sist fech x",solução hd bols plas pp transdérmico sist fech x,solução,"6,14 + 0,18596 mg/ml",transdérmica,HEMOLENTA,ANVISA/CMED 2026-06,2026-06
sulfato de morfina,sulfato de morfina 30 mg comprimido,comprimido,comprimido,30 mg,oral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina,sulfato de morfina 10 mg/ml solução got,solução got,solução,10 mg/ml,,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina,"sulfato de morfina 0,1 mg/ml solução injetável",solução injetável,solução,"0,1 mg/ml",parenteral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina,"sulfato de morfina 0,2 mg/ml solução injetável",solução injetável,solução,"0,2 mg/ml",parenteral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina,"sulfato de morfina 1,0 mg/ml solução injetável",solução injetável,solução,"1,0 mg/ml",parenteral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina,sulfato de morfina 10 mg/ml solução injetável,solução injetável,solução,10 mg/ml,parenteral,SULFATO DE MORFINA,ANVISA/CMED 2026-06,2026-06
sulfato de morfina,"sulfato de morfina 10,0 mg/ml solução injetável",solução injetável,solução,"10,0 mg/ml",parenteral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,sulfato de morfina pentaidratado 10 mg comprimido,comprimido,comprimido,10 mg,oral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,sulfato de morfina pentaidratado 100 mg cápsula dura de liberação prolongada,cápsula dura de liberação prolongada,cápsula,100 mg,oral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,sulfato de morfina pentaidratado 30 mg cápsula dura de liberação prolongada,cápsula dura de liberação prolongada,cápsula,30 mg,oral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,sulfato de morfina pentaidratado 60 mg cápsula dura de liberação prolongada,cápsula dura de liberação prolongada,cápsula,60 mg,oral,DIMORF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,"sulfato de morfina pentaidratado 0,2 mg/ml solução injetável",solução injetável,solução,"0,2 mg/ml",parenteral,OPPY,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,sulfato de morfina pentaidratado 10 mg/ml solução injetável,solução injetável,solução,10 mg/ml,parenteral,OPPY,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,"sulfato de morfina pentaidratado 0,2 mg/ml solução para infusão",solução para infusão,solução,"0,2 mg/ml",parenteral,DOLO MOFF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,sulfato de morfina pentaidratado 1 mg/ml solução para infusão,solução para infusão,solução,1 mg/ml,intravenosa,DIMORF BOLSA,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,"sulfato de morfina pentaidratado 1,0 mg/ml solução para infusão",solução para infusão,solução,"1,0 mg/ml",parenteral,DOLO MOFF,ANVISA/CMED 2026-06,2026-06
sulfato de morfina pentaidratado,"sulfato de morfina pentaidratado 10,0 mg/ml solução para infusão",solução para infusão,solução,"10,0 mg/ml",parenteral,DOLO MOFF,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina,"sulfato de neomicina 3,5 mg/g creme dermatológico",creme dermatológico,creme,"3,5 mg/g",tópica,SULFATO DE NEOMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina,sulfato de neomicina 5 mg/g pomada dermatológica,pomada dermatológica,pomada,5 mg/g,tópica,LOMICINA|NEOMICON,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina,"sulfato de neomicina 5,0 mg/g pomada dermatológica",pomada dermatológica,pomada,"5,0 mg/g",tópica,POMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina,sulfato de neomicina 5.0 mg/g pomada dermatológica,pomada dermatológica,pomada,5.0 mg/g,tópica,NEMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + bacitracina zíncica,sulfato de neomicina + bacitracina zíncica 5 mg/g +250 ui/g pomada,pomada,pomada,5 mg/g +250 ui/g,tópica,NEBACETIN,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + bacitracina zíncica,sulfato de neomicina + bacitracina zíncica 5 mg + 250 ui/g pomada dermatológica,pomada dermatológica,pomada,5 mg + 250 ui/g,tópica,BACINA|BACINANTRAT|NEBACIDERME|NEBACIMED|NEOTRICIN|SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + bacitracina zíncica,sulfato de neomicina + bacitracina zíncica 5 mg/g + 250 ui/g pomada dermatológica,pomada dermatológica,pomada,5 mg/g + 250 ui/g,tópica,BACIGEN|FERID|FURP - NEOMICINA + BACITRACINA|LQFEX - SULFATO DE NEOMICINA + BACITRACINA ZINCICA|NEBACTRINA|SULFATO DE NEOMICINA +  BACITRACINA ZÍNCICA|SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + bacitracina zíncica,"sulfato de neomicina + bacitracina zíncica 5,0 mg/g + 250 ui/g pomada dermatológica",pomada dermatológica,pomada,"5,0 mg/g + 250 ui/g",tópica,EPICITRIN|SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20 mg + 0,64 mg + 2,5 mg/gcrem derm ct 100 bg al x 30 g (emb hosp)",,,"20 mg + 0,64 mg + 2,5 mg/gcrem derm ct 100 bg al x 30 g (emb hosp)",,BETACORTAZOL,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20 mg + 0,64 mg + 2,5 mg/gcrem derm ct 50 bg al x 30 g (emb hosp)",,,"20 mg + 0,64 mg + 2,5 mg/gcrem derm ct 50 bg al x 30 g (emb hosp)",,BETACORTAZOL,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20 mg + 0,64 mg + 2,5 mg/gcrem derm ct bg al x 30 g",,,"20 mg + 0,64 mg + 2,5 mg/gcrem derm ct bg al x 30 g",,BETACORTAZOL|CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20 + 0,64 + 2,5 mg/g creme dermatológico",creme dermatológico,creme,"20 + 0,64 + 2,5 mg/g",tópica,CEBETYM|CETOBETA|CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA|CETOCONAZOL + DIPROPRIONATO DE BETAMETASONA + SULFATO DE NEOMICINA|CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA|NOVACORT,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20 mg/g + 0,64 mg/g + 2,5 mg/g creme dermatológico",creme dermatológico,creme,"20 mg/g + 0,64 mg/g + 2,5 mg/g",tópica,BETRICORT|CBEQUIM|CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA|CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA|CETOCORT-N|EMSCORT|KNORTEX|ONCILEG CORT,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20,0 + 0, 64+ 2,5 mg/g creme dermatológico",creme dermatológico,creme,"20,0 + 0, 64+ 2,5 mg/g",tópica,TROK-N,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20,0 + 0,64 + 2,5 mg / g creme dermatológico",creme dermatológico,creme,"20,0 + 0,64 + 2,5 mg / g",tópica,CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA|CIMECORT,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20,0 + 0,64 + 2,5 mg/g creme dermatológico",creme dermatológico,creme,"20,0 + 0,64 + 2,5 mg/g",tópica,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA|TRICORTID,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20,0 + 0,64+ 2,5 mg/g creme dermatológico",creme dermatológico,creme,"20,0 + 0,64+ 2,5 mg/g",tópica,TROK-N,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20 + 0,64 + 2,5 mg/g pomada dermatológica",pomada dermatológica,pomada,"20 + 0,64 + 2,5 mg/g",tópica,CEBETYM|CETOBETA|CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA|NOVACORT,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20 mg/g + 0,64 mg/g + 2,5 mg/g pomada dermatológica",pomada dermatológica,pomada,"20 mg/g + 0,64 mg/g + 2,5 mg/g",tópica,BETRICORT|CBEQUIM|CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA|CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA|CETOCORT-N|EMSCORT|KNORTEX,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20+ 0,64 + 2,5 mg/g pomada dermatológica",pomada dermatológica,pomada,"20+ 0,64 + 2,5 mg/g",tópica,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20,0 + 0,64 + 2,5 mg/g pomada dermatológica",pomada dermatológica,pomada,"20,0 + 0,64 + 2,5 mg/g",tópica,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + cetoconazol + dipropionato de betametasona,"sulfato de neomicina + cetoconazol + dipropionato de betametasona 20,0 + 0,64+ 2,5 mg/g pomada dermatológica",pomada dermatológica,pomada,"20,0 + 0,64+ 2,5 mg/g",tópica,TROK-N,ANVISA/CMED 2026-06,2026-06
sulfato de neomicina + sulfato de polimixina b + hidrocortisona,sulfato de neomicina + sulfato de polimixina b + hidrocortisona 10 +5 mg/ml + 10.000 ui/ml suspensão oto,suspensão oto,suspensão,10 +5 mg/ml + 10.000 ui/ml,,OTOSPORIN,ANVISA/CMED 2026-06,2026-06
sulfato de polimixina b,sulfato de polimixina b 1.000.000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1.000.000 ui,parenteral,BEDFORDPOLY - B,ANVISA/CMED 2026-06,2026-06
sulfato de polimixina b,sulfato de polimixina b 500.000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,500.000 ui,parenteral,BEDFORDPOLY - B|POLIXIL B|POLYCID|SPOX|SULFATO DE POLIMIXINA B,ANVISA/CMED 2026-06,2026-06
sulfato de polimixina b,sulfato de polimixina b 500.000 ui pó para solução injetável,pó para solução injetável,pó,500.000 ui,parenteral,POLY B|SULFATO DE POLIMIXINA B,ANVISA/CMED 2026-06,2026-06
sulfato de quinina,sulfato de quinina 500 mg comprimido,comprimido,comprimido,500 mg,oral,LQFEX - SULFATO DE QUININA,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,sulfato de salbutamol 100 mcg/dose pó aerossol para inalação,pó aerossol para inalação,pó,100 mcg/dose,inalatória,AEROGOLD,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,sulfato de salbutamol 5 mg/ml solução,solução,solução,5 mg/ml,,AEROLIN,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,"sulfato de salbutamol 0,5 mg/ml solução injetável",solução injetável,solução,"0,5 mg/ml",parenteral,SULFATO DE SALBUTAMOL,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,sulfato de salbutamol 100 mcg/jato dose suspensão aerossol,suspensão aerossol,suspensão,100 mcg/jato dose,,AEROFRIN,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,sulfato de salbutamol 100 mcg suspensão aerossol para inalação oral,suspensão aerossol para inalação oral,suspensão,100 mcg,inalatória,AERODINI|SULFATO DE SALBUTAMOL,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,sulfato de salbutamol 100 mcg/dose suspensão aerossol para inalação oral,suspensão aerossol para inalação oral,suspensão,100 mcg/dose,inalatória,AEROLIN|REGRAIR,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,"sulfato de salbutamol 0,4 mg/ml xarope",xarope,xarope,"0,4 mg/ml",oral,BUTALAB,ANVISA/CMED 2026-06,2026-06
sulfato de salbutamol,"sulfato de salbutamol 0,40 mg/ml xarope",xarope,xarope,"0,40 mg/ml",oral,NEUTOSS,ANVISA/CMED 2026-06,2026-06
