principio_ativo,nome_normalizado,forma_farmaceutica,unidade_dispensavel,concentracao_texto,via_administracao,aliases,fonte,versao_base
somapacitana,somapacitana 15 mg solução injetável,solução injetável,solução,15 mg,parenteral,SOGROYA,ANVISA/CMED 2026-06,2026-06
somapacitana,somapacitana 5 mg solução injetável,solução injetável,solução,5 mg,parenteral,SOGROYA,ANVISA/CMED 2026-06,2026-06
somatostatina,somatostatina 3 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,3 mg,parenteral,STILAMIN,ANVISA/CMED 2026-06,2026-06
somatrogona,somatrogona 20 mg/ml solução injetável,solução injetável,solução,20 mg/ml,subcutânea,GENRYZON,ANVISA/CMED 2026-06,2026-06
somatrogona,somatrogona 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,subcutânea,GENRYZON,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 12 ui pó liofilizado,pó liofilizado,pó,12 ui,,HORMOTROP,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 4 ui pó liofilizado,pó liofilizado,pó,4 ui,,EUTROPIN|HORMOTROP,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 12 mg 36 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,12 mg 36 ui,parenteral,GENOTROPIN,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 12 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,12 ui,parenteral,BIO-MANGUINHOS SOMATROPINA|CRISCY|HORMOTROP,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 16 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,16 ui,parenteral,BIOMATROP|CRISCY,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 30 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,30 ui,parenteral,CRISCY,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 4 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,4 ui,parenteral,BIO-MANGUINHOS SOMATROPINA|BIOMATROP|CRISCY|HORMOTROP,ANVISA/CMED 2026-06,2026-06
somatropina,"somatropina 5,3 mg 16 ui pó liofilizado para solução injetável",pó liofilizado para solução injetável,pó,"5,3 mg 16 ui",parenteral,GENOTROPIN,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 10 mg solução injetável,solução injetável,solução,10 mg,parenteral,NORDITROPIN,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 10 mg 30 ui solução injetável,solução injetável,solução,10 mg 30 ui,parenteral,OMNITROPE,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 12 ui solução injetável,solução injetável,solução,12 ui,parenteral,HORMOTROP,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 15 mg solução injetável,solução injetável,solução,15 mg,parenteral,NORDITROPIN,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 15 mg 45 ui solução injetável,solução injetável,solução,15 mg 45 ui,parenteral,OMNITROPE,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 4 ui solução injetável,solução injetável,solução,4 ui,parenteral,HORMOTROP,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 5 mg solução injetável,solução injetável,solução,5 mg,parenteral,NORDITROPIN,ANVISA/CMED 2026-06,2026-06
somatropina,"somatropina 5,83 mg/ml solução injetável",solução injetável,solução,"5,83 mg/ml",parenteral,SAIZEN,ANVISA/CMED 2026-06,2026-06
somatropina,somatropina 8 mg/ml solução injetável,solução injetável,solução,8 mg/ml,parenteral,SAIZEN,ANVISA/CMED 2026-06,2026-06
sorbitol,sorbitol 3 mg/ml solução irr uret,solução irr uret,solução,3 mg/ml,,BAXTER SORBITOL,ANVISA/CMED 2026-06,2026-06
sorbitol 70 % + lauril sulfato de sódio,"sorbitol 70 % + lauril sulfato de sódio 714,0 mg/g + 7,70 mg/g solução retal",solução retal,solução,"714,0 mg/g + 7,70 mg/g",retal,MINILAX,ANVISA/CMED 2026-06,2026-06
soro antitimócito (equino),soro antitimócito (equino) 50 mg/ml solução para diluição para infusão,solução para diluição para infusão,solução,50 mg/ml,parenteral,ATGAM,ANVISA/CMED 2026-06,2026-06
sotatercepte,sotatercepte 45 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,45 mg,subcutânea,WINREVAIR,ANVISA/CMED 2026-06,2026-06
sotatercepte,sotatercepte 60 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,60 mg,subcutânea,WINREVAIR,ANVISA/CMED 2026-06,2026-06
sotorasibe,sotorasibe 120 mg comprimido revestido,comprimido revestido,comprimido,120 mg,oral,LUMAKRAS,ANVISA/CMED 2026-06,2026-06
stryphnodendron barbatiman mart.,stryphnodendron barbatiman mart. 60 mg/g pomada dermatológica,pomada dermatológica,pomada,60 mg/g,tópica,FITOSCAR,ANVISA/CMED 2026-06,2026-06
subgalato de bismuto + iodeto de timol + oxido de zinco,"subgalato de bismuto + iodeto de timol + oxido de zinco 3 + 1,5 + 93,33 mg/g pó dermatológico",pó dermatológico,pó,"3 + 1,5 + 93,33 mg/g",tópica,CUTISANOL,ANVISA/CMED 2026-06,2026-06
subgalato de bismuto + oxido de zinco,"subgalato de bismuto + oxido de zinco 1,5 + 45 mg/g gel dermatológico",gel dermatológico,gel,"1,5 + 45 mg/g",tópica,CUTISANOL,ANVISA/CMED 2026-06,2026-06
succinato de desvenlafaxina monoidratado,succinato de desvenlafaxina monoidratado 100 mg comprimido revestido de liberação cont,comprimido revestido de liberação cont,comprimido,100 mg,oral,ELIFORE|PRISTIQ,ANVISA/CMED 2026-06,2026-06
succinato de desvenlafaxina monoidratado,succinato de desvenlafaxina monoidratado 50 mg comprimido revestido de liberação cont,comprimido revestido de liberação cont,comprimido,50 mg,oral,ELIFORE|PRISTIQ,ANVISA/CMED 2026-06,2026-06
succinato de desvenlafaxina monoidratado,succinato de desvenlafaxina monoidratado 100 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,100 mg,oral,AFAX|ANDES|AVIV|DELLER|DESDIFF|DESDUO|DESENVO|DESTYC,ANVISA/CMED 2026-06,2026-06
succinato de desvenlafaxina monoidratado,succinato de desvenlafaxina monoidratado 50 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,50 mg,oral,AFAX|ANDES|AVIV|DELLER|DESDIFF|DESDUO|DESENVO|DESTYC,ANVISA/CMED 2026-06,2026-06
succinato de doxilamina + cloridrato de clobutinol,succinato de doxilamina + cloridrato de clobutinol 48 + 9 mg/ml solução oral,solução oral,solução,48 + 9 mg/ml,oral,HYTOS PLUS,ANVISA/CMED 2026-06,2026-06
succinato de doxilamina + cloridrato de clobutinol,"succinato de doxilamina + cloridrato de clobutinol 4 + 0,75 mg/ml xarope",xarope,xarope,"4 + 0,75 mg/ml",oral,HYTOS PLUS,ANVISA/CMED 2026-06,2026-06
succinato de metoprolol,succinato de metoprolol 100 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,100 mg,oral,DOZOITO|EMPROL XR|SELOZOK|SUCCINATO DE METOPROLOL,ANVISA/CMED 2026-06,2026-06
succinato de metoprolol,succinato de metoprolol 25 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,25 mg,oral,DOZOITO|EMPROL XR|SELOZOK|SUCCINATO DE METOPROLOL,ANVISA/CMED 2026-06,2026-06
succinato de metoprolol,succinato de metoprolol 50 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,50 mg,oral,DOZOITO|EMPROL XR|SELOZOK|SUCCINATO DE METOPROLOL,ANVISA/CMED 2026-06,2026-06
succinato de metoprolol,succinato de metoprolol 100 mg cápsula dura de liberação prolongada,cápsula dura de liberação prolongada,cápsula,100 mg,oral,QUENZOR,ANVISA/CMED 2026-06,2026-06
succinato de metoprolol,succinato de metoprolol 25 mg cápsula dura de liberação prolongada,cápsula dura de liberação prolongada,cápsula,25 mg,oral,QUENZOR,ANVISA/CMED 2026-06,2026-06
succinato de metoprolol,succinato de metoprolol 50 mg cápsula dura de liberação prolongada,cápsula dura de liberação prolongada,cápsula,50 mg,oral,QUENZOR,ANVISA/CMED 2026-06,2026-06
succinato de ribociclibe,succinato de ribociclibe 200 mg comprimido revestido,comprimido revestido,comprimido,200 mg,oral,KISQALI,ANVISA/CMED 2026-06,2026-06
succinato de solifenacina,succinato de solifenacina 10 mg comprimido revestido,comprimido revestido,comprimido,10 mg,oral,IMPERE|INVOLU|SOLLY|SUCCINATO DE SOLIFENACINA|VESICARE,ANVISA/CMED 2026-06,2026-06
succinato de solifenacina,succinato de solifenacina 5 mg comprimido revestido,comprimido revestido,comprimido,5 mg,oral,IMPERE|INVOLU|SOLLY|SUCCINATO DE SOLIFENACINA|VESICARE,ANVISA/CMED 2026-06,2026-06
succinato de solifenacina + cloridrato de tansulosina,"succinato de solifenacina + cloridrato de tansulosina 6 mg + 0,4 mg comprimido revestido de liberação prolongada",comprimido revestido de liberação prolongada,comprimido,"6 mg + 0,4 mg",oral,VESOMNI,ANVISA/CMED 2026-06,2026-06
succinato de sumatriptana,succinato de sumatriptana 100 mg comprimido revestido,comprimido revestido,comprimido,100 mg,oral,IMIGRAN|SUCCINATO DE SUMATRIPTANA|SUMAX|SUTRIPTAN,ANVISA/CMED 2026-06,2026-06
succinato de sumatriptana,succinato de sumatriptana 25 mg comprimido revestido,comprimido revestido,comprimido,25 mg,oral,SUMAX,ANVISA/CMED 2026-06,2026-06
succinato de sumatriptana,succinato de sumatriptana 50 mg comprimido revestido,comprimido revestido,comprimido,50 mg,oral,IMIGRAN|SUCCINATO DE SUMATRIPTANA|SUMAX|SUTRIPTAN,ANVISA/CMED 2026-06,2026-06
succinato de sumatriptana,"succinato de sumatriptana 12,0 mg/ml solução injetável",solução injetável,solução,"12,0 mg/ml",subcutânea,SUMAX,ANVISA/CMED 2026-06,2026-06
succinato de sumatriptana,succinato de sumatriptana 100 mg/ml solução nasal,solução nasal,solução,100 mg/ml,nasal,SUMAX,ANVISA/CMED 2026-06,2026-06
succinato de sumatriptana + naproxeno sódico,succinato de sumatriptana + naproxeno sódico 50 mg + 500 mg comprimido revestido,comprimido revestido,comprimido,50 mg + 500 mg,oral,SUMAXPRO,ANVISA/CMED 2026-06,2026-06
succinato de sumatriptana + naproxeno sódico,succinato de sumatriptana + naproxeno sódico 85 mg + 500 mg comprimido revestido,comprimido revestido,comprimido,85 mg + 500 mg,oral,SUMAXPRO,ANVISA/CMED 2026-06,2026-06
succinato de tafenoquina,succinato de tafenoquina 150 mg comprimido revestido,comprimido revestido,comprimido,150 mg,oral,KOZENIS,ANVISA/CMED 2026-06,2026-06
succinato de tafenoquina,succinato de tafenoquina 50 mg comprimido suspensão,comprimido suspensão,comprimido,50 mg,oral,KOZENIS,ANVISA/CMED 2026-06,2026-06
succinato sódico de cloranfenicol,succinato sódico de cloranfenicol 1 g pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1 g,intravenosa,SUCCINATO SÓDICO DE CLORANFENICOL,ANVISA/CMED 2026-06,2026-06
succinato sódico de cloranfenicol,succinato sódico de cloranfenicol 1000 mg pó para solução injetável,pó para solução injetável,pó,1000 mg,parenteral,ARIFENICOL,ANVISA/CMED 2026-06,2026-06
succinato sódico de hidrocortisona,succinato sódico de hidrocortisona 100 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,100 mg,"intramuscular, intravenosa",ANDROCORTIL|GLIOCORT,ANVISA/CMED 2026-06,2026-06
succinato sódico de hidrocortisona,succinato sódico de hidrocortisona 500 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,500 mg,"intramuscular, intravenosa",ANDROCORTIL|GLIOCORT,ANVISA/CMED 2026-06,2026-06
succinato sódico de hidrocortisona,succinato sódico de hidrocortisona 100 mg pó para solução,pó para solução,pó,100 mg,"intravenosa, intramuscular",CORTISONAL,ANVISA/CMED 2026-06,2026-06
succinato sódico de hidrocortisona,succinato sódico de hidrocortisona 500 mg pó para solução,pó para solução,pó,500 mg,"intravenosa, intramuscular",CORTISONAL,ANVISA/CMED 2026-06,2026-06
succinato sódico de hidrocortisona,succinato sódico de hidrocortisona 100 mg pó para solução injetável,pó para solução injetável,pó,100 mg,parenteral,ARISCORTEN|SUCCINATO SODICO DE HIDROCORTISONA,ANVISA/CMED 2026-06,2026-06
succinato sódico de hidrocortisona,succinato sódico de hidrocortisona 500 mg pó para solução injetável,pó para solução injetável,pó,500 mg,parenteral,ARISCORTEN|SUCCINATO SODICO DE HIDROCORTISONA,ANVISA/CMED 2026-06,2026-06
succinato sódico de metilprednisolona,succinato sódico de metilprednisolona 125 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,125 mg,"intravenosa, intramuscular",SUCCINATO SÓDICO DE METILPREDINISOLONA|UNIMEDROL,ANVISA/CMED 2026-06,2026-06
succinato sódico de metilprednisolona,succinato sódico de metilprednisolona 500 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,500 mg,"intravenosa, intramuscular",SOLUPREN|SUCCINATO SÓDICO DE METILPREDINISOLONA|UNIMEDROL,ANVISA/CMED 2026-06,2026-06
succinato sódico de metilprednisolona,succinato sódico de metilprednisolona 125 mg pó para solução injetável,pó para solução injetável,pó,125 mg,"intramuscular, intravenosa",SUCCINATO SÓDICO DE METILPREDNISOLONA,ANVISA/CMED 2026-06,2026-06
succinato sódico de metilprednisolona,succinato sódico de metilprednisolona 500 mg pó para solução injetável,pó para solução injetável,pó,500 mg,"intramuscular, intravenosa",SUCCINATO SÓDICO DE METILPREDNISOLONA,ANVISA/CMED 2026-06,2026-06
succinilgelatina,succinilgelatina 40 mg/ml solução injetável,solução injetável,solução,40 mg/ml,intravenosa,GELAFUNDIN,ANVISA/CMED 2026-06,2026-06
sucralfato,sucralfato 1 g comprimido mastigável,comprimido mastigável,comprimido,1 g,oral,SUCRAFILM,ANVISA/CMED 2026-06,2026-06
sucralfato,sucralfato 200 mg/ml suspensão oral,suspensão oral,suspensão,200 mg/ml,oral,SUCRAFILM,ANVISA/CMED 2026-06,2026-06
sugamadex sódico,sugamadex sódico 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,intravenosa,MYOBLOQ|REVERSO,ANVISA/CMED 2026-06,2026-06
sugamadex sódico,sugamadex sódico 100 mg/ml solução para infusão,solução para infusão,solução,100 mg/ml,intravenosa,BRIDION|BRYONY|DEXPERTA|INSTAURA|LESSAV|REBRIVE|SUG|SUGADIOZ,ANVISA/CMED 2026-06,2026-06
sulbactam + amoxicilina,sulbactam + amoxicilina 875 + 125 mg comprimido revestido,comprimido revestido,comprimido,875 + 125 mg,oral,SULBAMOX,ANVISA/CMED 2026-06,2026-06
sulbactam + amoxicilina,"sulbactam + amoxicilina 200,0 + 50,0 mg/ml pó para suspensão oral",pó para suspensão oral,pó,"200,0 + 50,0 mg/ml",oral,SULBAMOX,ANVISA/CMED 2026-06,2026-06
sulbactam pivoxila + amoxicilina sódica,sulbactam pivoxila + amoxicilina sódica 500 mg + 250 mg pó para solução injetável,pó para solução injetável,pó,500 mg + 250 mg,parenteral,TRIFAMOX,ANVISA/CMED 2026-06,2026-06
sulbactam pivoxila + amoxicilina tri-hidratada,sulbactam pivoxila + amoxicilina tri-hidratada 200 mg/ml + 50 mg/ml pó para suspensão oral,pó para suspensão oral,pó,200 mg/ml + 50 mg/ml,oral,TRIFAMOX,ANVISA/CMED 2026-06,2026-06
sulbactam sódico,"sulbactam sódico 1 g + 0,5 g pó para solução injetável",pó para solução injetável,pó,"1 g + 0,5 g","intramuscular, intravenosa",AMPICILINA SÓDICA + SULBACTAM SÓDICO,ANVISA/CMED 2026-06,2026-06
sulbactam sódico,sulbactam sódico 2 g + 1 g pó para solução injetável,pó para solução injetável,pó,2 g + 1 g,"intramuscular, intravenosa",AMPICILINA SÓDICA + SULBACTAM SÓDICO,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,sulbactam sódico + ampicilina sódica 2 g + 1 g pó p solução injetável,pó p solução injetável,pó,2 g + 1 g,parenteral,AMPICILINA SÓDICA + SULBACTAM SÓDICA,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,"sulbactam sódico + ampicilina sódica 1,0 + 2,0 g pó para solução",pó para solução,pó,"1,0 + 2,0 g","intravenosa, intramuscular",SULBACTAM SÓDICO + AMPICILINA SÓDICA,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,sulbactam sódico + ampicilina sódica 1000 + 500 mg pó para solução,pó para solução,pó,1000 + 500 mg,"intravenosa, intramuscular",ULCTAM,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,sulbactam sódico + ampicilina sódica 2000 + 1000 mg pó para solução,pó para solução,pó,2000 + 1000 mg,"intravenosa, intramuscular",ULCTAM,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,"sulbactam sódico + ampicilina sódica 1 g + 0,5 g pó para solução injetável",pó para solução injetável,pó,"1 g + 0,5 g",parenteral,AMPICILINA SÓDICA + SULBACTAM SÓDICA|AMPICILINA SÓDICA + SULBACTAM SÓDICO,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,"sulbactam sódico + ampicilina sódica 1,0 + 0,5 g pó para solução injetável",pó para solução injetável,pó,"1,0 + 0,5 g","intramuscular, intravenosa",AMPCTAN|AMPICILINA SÓDICA + SULBACTAM SÓDICO,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,sulbactam sódico + ampicilina sódica 2 g + 1 g pó para solução injetável,pó para solução injetável,pó,2 g + 1 g,parenteral,AMPICILINA SÓDICA + SULBACTAM SÓDICA|AMPICILINA SÓDICA + SULBACTAM SÓDICO,ANVISA/CMED 2026-06,2026-06
sulbactam sódico + ampicilina sódica,"sulbactam sódico + ampicilina sódica 2,0 + 1,0 g pó para solução injetável",pó para solução injetável,pó,"2,0 + 1,0 g","intramuscular, intravenosa",AMPCTAN|AMPICILINA SÓDICA + SULBACTAM SÓDICO,ANVISA/CMED 2026-06,2026-06
sulbutiamina,sulbutiamina 200 mg comprimido revestido,comprimido revestido,comprimido,200 mg,oral,ARCALION,ANVISA/CMED 2026-06,2026-06
sulfacetamida sódica + trolamina,sulfacetamida sódica + trolamina 74 + 20 mg/g pomada dermatológica,pomada dermatológica,pomada,74 + 20 mg/g,tópica,QUEIMALIVE,ANVISA/CMED 2026-06,2026-06
sulfadiazina,sulfadiazina 500 mg comprimido,comprimido,comprimido,500 mg,oral,FURP - SULFADIAZINA,ANVISA/CMED 2026-06,2026-06
sulfadiazina,sulfadiazina 10 mg/g creme dermatológico,creme dermatológico,creme,10 mg/g,tópica,SILGLÓS,ANVISA/CMED 2026-06,2026-06
sulfadiazina de prata,sulfadiazina de prata 10 mg / g creme dermatológico,creme dermatológico,creme,10 mg / g,tópica,SULFADIAZINA DE PRATA,ANVISA/CMED 2026-06,2026-06
sulfadiazina de prata,sulfadiazina de prata 10 mg/g creme dermatológico,creme dermatológico,creme,10 mg/g,tópica,DERMAZINE|SULFADIAZINA DE PRATA|SULPH,ANVISA/CMED 2026-06,2026-06
sulfadiazina de prata,sulfadiazina de prata 10 mg/g creme dermatológico 50,creme dermatológico 50,creme,10 mg/g,tópica,SULFADIAZINA DE PRATA,ANVISA/CMED 2026-06,2026-06
sulfadiazina de prata,sulfadiazina de prata 10 mg/g creme dermatológico pt plas x 400 g,creme dermatológico pt plas x 400 g,creme,10 mg/g,tópica,DERMAZINE,ANVISA/CMED 2026-06,2026-06
sulfadiazina de prata,sulfadiazina de prata 10 mg/g creme vaginal,creme vaginal,creme,10 mg/g,vaginal,DERMAZINE,ANVISA/CMED 2026-06,2026-06
sulfadiazina de prata + nitrato de cerio,"sulfadiazina de prata + nitrato de cerio 1% + 0,4% creme dermatológico",creme dermatológico,creme,"1% + 0,4%",tópica,DERMACERIUM,ANVISA/CMED 2026-06,2026-06
sulfadiazina de prata + nitrato de cerio,"sulfadiazina de prata + nitrato de cerio 1% + 0,4% gel",gel,gel,"1% + 0,4%",tópica,DERMACERIUM,ANVISA/CMED 2026-06,2026-06
sulfassalazina,sulfassalazina 500 mg comprimido revestido de liberação retardada,comprimido revestido de liberação retardada,comprimido,500 mg,oral,AZULFIN|SALAZOPRIN,ANVISA/CMED 2026-06,2026-06
sulfato cúprico pentaidratado + sulfato de zinco heptaidratado + cloreto crômico hexaidratado,"sulfato cúprico pentaidratado + sulfato de zinco heptaidratado + cloreto crômico hexaidratado 22,00 mg + 6,30 mg + 2,46 mg + 102,50 mcg solução injetável",solução injetável,solução,"22,00 mg + 6,30 mg + 2,46 mg + 102,50 mcg",intravenosa,OLIG-TRAT,ANVISA/CMED 2026-06,2026-06
sulfato cúprico pentaidratado + sulfato de zinco heptaidratado + cloreto crômico hexaidratado,"sulfato cúprico pentaidratado + sulfato de zinco heptaidratado + cloreto crômico hexaidratado 8,80 mg + 1,60 mg + 123,04 mcg + 20,50 mcg solução injetável",solução injetável,solução,"8,80 mg + 1,60 mg + 123,04 mcg + 20,50 mcg",intravenosa,OLIG-TRAT,ANVISA/CMED 2026-06,2026-06
sulfato cúprico pentaidratado + sulfato de zinco heptaidratado + cloreto crômico hexaidratado + ácido selenioso + sulfato de manganês monoidratado,"sulfato cúprico pentaidratado + sulfato de zinco heptaidratado + cloreto crômico hexaidratado + ácido selenioso + sulfato de manganês monoidratado 22,00 mg + 6,30 mg + 0,17 mg + 102,50 mcg + 0,098 mg solução injetável",solução injetável,solução,"22,00 mg + 6,30 mg + 0,17 mg + 102,50 mcg + 0,098 mg",intravenosa,POLIGNUTRI,ANVISA/CMED 2026-06,2026-06
sulfato de abacavir,sulfato de abacavir 300 mg comprimido revestido,comprimido revestido,comprimido,300 mg,oral,ZIAGENAVIR,ANVISA/CMED 2026-06,2026-06
sulfato de abacavir,sulfato de abacavir 20 mg/ml solução oral,solução oral,solução,20 mg/ml,oral,ZIAGENAVIR,ANVISA/CMED 2026-06,2026-06
sulfato de amicacina,sulfato de amicacina 250 mg/ml solução injetável,solução injetável,solução,250 mg/ml,parenteral,SULFATO DE AMICACINA,ANVISA/CMED 2026-06,2026-06
sulfato de amicacina,sulfato de amicacina 50 mg/ ml solução injetável,solução injetável,solução,50 mg/ ml,parenteral,SULFATO DE AMICACINA,ANVISA/CMED 2026-06,2026-06
sulfato de amicacina,sulfato de amicacina 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,parenteral,SULFATO DE AMICACINA,ANVISA/CMED 2026-06,2026-06
sulfato de atazanavir,sulfato de atazanavir 200 mg cápsula dura,cápsula dura,cápsula,200 mg,oral,SULFATO DE ATAZANAVIR,ANVISA/CMED 2026-06,2026-06
sulfato de atazanavir,sulfato de atazanavir 300 mg cápsula dura,cápsula dura,cápsula,300 mg,oral,SULFATO DE ATAZANAVIR,ANVISA/CMED 2026-06,2026-06
sulfato de atropina,"sulfato de atropina 0,25 mg/ml solução injetável",solução injetável,solução,"0,25 mg/ml",parenteral,ATROFARMA|ATROPION|SANTROPINA,ANVISA/CMED 2026-06,2026-06
sulfato de atropina,"sulfato de atropina 0,5 mg/ml solução injetável",solução injetável,solução,"0,5 mg/ml",parenteral,ATROPION,ANVISA/CMED 2026-06,2026-06
sulfato de atropina,sulfato de atropina 10 mg/ml solução oftálmica,solução oftálmica,solução,10 mg/ml,oftálmica,ATROPINA,ANVISA/CMED 2026-06,2026-06
sulfato de atropina,sulfato de atropina 5 mg/ml solução oftálmica,solução oftálmica,solução,5 mg/ml,oftálmica,ATROPINA,ANVISA/CMED 2026-06,2026-06
sulfato de atropina,"sulfato de atropina 0,25 mg/ml solução para infusão",solução para infusão,solução,"0,25 mg/ml",parenteral,SULFATO DE ATROPINA,ANVISA/CMED 2026-06,2026-06
sulfato de bleomicina,sulfato de bleomicina 15 u pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,15 u,parenteral,BLESTO|BONAR,ANVISA/CMED 2026-06,2026-06
sulfato de bário,sulfato de bário suspensão oral,suspensão oral,suspensão,,oral,BARIOGEL,ANVISA/CMED 2026-06,2026-06
sulfato de ceftolozana + tazobactam sódico,"sulfato de ceftolozana + tazobactam sódico 1 + 0,5 g pó para solução para infusão",pó para solução para infusão,pó,"1 + 0,5 g",intravenosa,ZERBAXA,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato de glicosamina,sulfato de condroitina + sulfato de glicosamina 500 mg + 400 mg cápsula dura,cápsula dura,cápsula,500 mg + 400 mg,oral,ARTROLIVE,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato de glicosamina,sulfato de condroitina + sulfato de glicosamina 500 mg + 400 mg cápsula gelatinosa,cápsula gelatinosa,cápsula,500 mg + 400 mg,oral,JOGGER,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato de glicosamina,sulfato de condroitina + sulfato de glicosamina 500 mg + 400 mg cápsula gelatinosa dura,cápsula gelatinosa dura,cápsula,500 mg + 400 mg,oral,CONDROFLEX|JOGGER,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato de glicosamina,sulfato de condroitina + sulfato de glicosamina 500 mg + 400 mg cápsula mole,cápsula mole,cápsula,500 mg + 400 mg,oral,ÁRTICO CAPS,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato de glicosamina,sulfato de condroitina + sulfato de glicosamina 1500 mg + 1200 mg granulado,granulado,granulado,1500 mg + 1200 mg,oral,ARTROLIVE|JOGGER,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato de glicosamina,"sulfato de condroitina + sulfato de glicosamina 1,5 + 1,2 g pó para solução oral",pó para solução oral,pó,"1,5 + 1,2 g",oral,CONDROFLEX,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato de glicosamina,"sulfato de condroitina + sulfato de glicosamina 1,5 g + 1,2 g pó para solução oral",pó para solução oral,pó,"1,5 g + 1,2 g",oral,ÁRTICO,ANVISA/CMED 2026-06,2026-06
sulfato de condroitina + sulfato policristalino de glicosamina,"sulfato de condroitina + sulfato policristalino de glicosamina 1,5 + 1,2 g pó para solução oral",pó para solução oral,pó,"1,5 + 1,2 g",oral,CONDROFLEX,ANVISA/CMED 2026-06,2026-06
sulfato de efedrina,sulfato de efedrina 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,parenteral,EFEDRIN|SULFATO DE EFEDRINA|UNIFEDRINE,ANVISA/CMED 2026-06,2026-06
sulfato de efedrina + teofilina,sulfato de efedrina + teofilina 120 mg + 15 mg comprimido,comprimido,comprimido,120 mg + 15 mg,oral,FRANOL,ANVISA/CMED 2026-06,2026-06
sulfato de estreptomicina,sulfato de estreptomicina 200 mg/ ml pó para solução injetável,pó para solução injetável,pó,200 mg/ ml,parenteral,FURP-ESTREPTOMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina,sulfato de gentamicina 10 mg/ml solução injetável,solução injetável,solução,10 mg/ml,parenteral,GENTAMISAN|SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina,sulfato de gentamicina 20 mg/ ml solução injetável,solução injetável,solução,20 mg/ ml,parenteral,GENTAMICIN,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina,sulfato de gentamicina 40 mg / ml solução injetável,solução injetável,solução,40 mg / ml,parenteral,SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
sulfato de gentamicina,sulfato de gentamicina 40 mg/ml solução injetável,solução injetável,solução,40 mg/ml,parenteral,GENTAMICIN|GENTAMISAN|HYTAMICINA|SULFATO DE GENTAMICINA,ANVISA/CMED 2026-06,2026-06
